gutenberg_id,text,book
600,"they sickened me! Now, are not you fancying, gentlemen, that I am",Notes from the Underground
600,"expressing remorse for something now, that I am asking your forgiveness",Notes from the Underground
600,"for something? I am sure you are fancying that ... However, I assure",Notes from the Underground
600,you I do not care if you are....,Notes from the Underground
600,,Notes from the Underground
600,"It was not only that I could not become spiteful, I did not know how to",Notes from the Underground
600,"become anything; neither spiteful nor kind, neither a rascal nor an",Notes from the Underground
600,"honest man, neither a hero nor an insect. Now, I am living out my life",Notes from the Underground
600,"in my corner, taunting myself with the spiteful and useless consolation",Notes from the Underground
600,"that an intelligent man cannot become anything seriously, and it is",Notes from the Underground
600,"only the fool who becomes anything. Yes, a man in the nineteenth",Notes from the Underground
600,century must and morally ought to be pre-eminently a characterless,Notes from the Underground
600,"creature; a man of character, an active man is pre-eminently a limited",Notes from the Underground
600,creature. That is my conviction of forty years. I am forty years old,Notes from the Underground
600,"now, and you know forty years is a whole lifetime; you know it is",Notes from the Underground
600,"extreme old age. To live longer than forty years is bad manners, is",Notes from the Underground
600,"vulgar, immoral. Who does live beyond forty? Answer that, sincerely and",Notes from the Underground
600,honestly I will tell you who do: fools and worthless fellows. I tell,Notes from the Underground
600,"all old men that to their face, all these venerable old men, all these",Notes from the Underground
600,silver-haired and reverend seniors! I tell the whole world that to its,Notes from the Underground
600,"face! I have a right to say so, for I shall go on living to sixty",Notes from the Underground
600,"myself. To seventy! To eighty! ... Stay, let me take breath ...",Notes from the Underground
600,,Notes from the Underground
600,"You imagine no doubt, gentlemen, that I want to amuse you. You are",Notes from the Underground
600,"mistaken in that, too. I am by no means such a mirthful person as you",Notes from the Underground
600,"imagine, or as you may imagine; however, irritated by all this babble",Notes from the Underground
600,(and I feel that you are irritated) you think fit to ask me who I,Notes from the Underground
600,"am—then my answer is, I am a collegiate assessor. I was in the service",Notes from the Underground
600,"that I might have something to eat (and solely for that reason), and",Notes from the Underground
600,when last year a distant relation left me six thousand roubles in his,Notes from the Underground
600,will I immediately retired from the service and settled down in my,Notes from the Underground
600,"corner. I used to live in this corner before, but now I have settled",Notes from the Underground
600,"down in it. My room is a wretched, horrid one in the outskirts of the",Notes from the Underground
600,"town. My servant is an old country-woman, ill-natured from stupidity,",Notes from the Underground
600,"and, moreover, there is always a nasty smell about her. I am told that",Notes from the Underground
600,"the Petersburg climate is bad for me, and that with my small means it",Notes from the Underground
600,is very expensive to live in Petersburg. I know all that better than,Notes from the Underground
600,all these sage and experienced counsellors and monitors.... But I am,Notes from the Underground
600,remaining in Petersburg; I am not going away from Petersburg! I am not,Notes from the Underground
600,"going away because ... ech! Why, it is absolutely no matter whether I",Notes from the Underground
600,am going away or not going away.,Notes from the Underground
600,,Notes from the Underground
600,But what can a decent man speak of with most pleasure?,Notes from the Underground
600,,Notes from the Underground
600,Answer: Of himself.,Notes from the Underground
600,,Notes from the Underground
600,"Well, so I will talk about myself.",Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,II,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,"I want now to tell you, gentlemen, whether you care to hear it or not,",Notes from the Underground
600,"why I could not even become an insect. I tell you solemnly, that I have",Notes from the Underground
600,many times tried to become an insect. But I was not equal even to that.,Notes from the Underground
600,"I swear, gentlemen, that to be too conscious is an illness—a real",Notes from the Underground
600,"thorough-going illness. For man’s everyday needs, it would have been",Notes from the Underground
600,"quite enough to have the ordinary human consciousness, that is, half or",Notes from the Underground
600,a quarter of the amount which falls to the lot of a cultivated man of,Notes from the Underground
600,"our unhappy nineteenth century, especially one who has the fatal",Notes from the Underground
600,"ill-luck to inhabit Petersburg, the most theoretical and intentional",Notes from the Underground
600,town on the whole terrestrial globe. (There are intentional and,Notes from the Underground
600,"unintentional towns.) It would have been quite enough, for instance, to",Notes from the Underground
600,have the consciousness by which all so-called direct persons and men of,Notes from the Underground
600,"action live. I bet you think I am writing all this from affectation, to",Notes from the Underground
600,"be witty at the expense of men of action; and what is more, that from",Notes from the Underground
600,"ill-bred affectation, I am clanking a sword like my officer. But,",Notes from the Underground
600,"gentlemen, whoever can pride himself on his diseases and even swagger",Notes from the Underground
600,over them?,Notes from the Underground
600,,Notes from the Underground
600,"Though, after all, everyone does do that; people do pride themselves on",Notes from the Underground
600,"their diseases, and I do, may be, more than anyone. We will not dispute",Notes from the Underground
600,it; my contention was absurd. But yet I am firmly persuaded that a,Notes from the Underground
600,"great deal of consciousness, every sort of consciousness, in fact, is a",Notes from the Underground
600,"disease. I stick to that. Let us leave that, too, for a minute. Tell me",Notes from the Underground
600,"this: why does it happen that at the very, yes, at the very moments",Notes from the Underground
600,when I am most capable of feeling every refinement of all that is,Notes from the Underground
600,"“sublime and beautiful,” as they used to say at one time, it would, as",Notes from the Underground
600,"though of design, happen to me not only to feel but to do such ugly",Notes from the Underground
600,"things, such that ... Well, in short, actions that all, perhaps,",Notes from the Underground
600,"commit; but which, as though purposely, occurred to me at the very time",Notes from the Underground
600,when I was most conscious that they ought not to be committed. The more,Notes from the Underground
600,conscious I was of goodness and of all that was “sublime and,Notes from the Underground
600,"beautiful,” the more deeply I sank into my mire and the more ready I",Notes from the Underground
600,was to sink in it altogether. But the chief point was that all this,Notes from the Underground
600,"was, as it were, not accidental in me, but as though it were bound to",Notes from the Underground
600,"be so. It was as though it were my most normal condition, and not in",Notes from the Underground
600,"the least disease or depravity, so that at last all desire in me to",Notes from the Underground
600,struggle against this depravity passed. It ended by my almost believing,Notes from the Underground
600,(perhaps actually believing) that this was perhaps my normal condition.,Notes from the Underground
600,"But at first, in the beginning, what agonies I endured in that",Notes from the Underground
600,"struggle! I did not believe it was the same with other people, and all",Notes from the Underground
600,my life I hid this fact about myself as a secret. I was ashamed (even,Notes from the Underground
600,"now, perhaps, I am ashamed): I got to the point of feeling a sort of",Notes from the Underground
600,"secret abnormal, despicable enjoyment in returning home to my corner on",Notes from the Underground
600,"some disgusting Petersburg night, acutely conscious that that day I had",Notes from the Underground
600,"committed a loathsome action again, that what was done could never be",Notes from the Underground
600,"undone, and secretly, inwardly gnawing, gnawing at myself for it,",Notes from the Underground
600,tearing and consuming myself till at last the bitterness turned into a,Notes from the Underground
600,"sort of shameful accursed sweetness, and at last—into positive real",Notes from the Underground
600,"enjoyment! Yes, into enjoyment, into enjoyment! I insist upon that. I",Notes from the Underground
600,have spoken of this because I keep wanting to know for a fact whether,Notes from the Underground
600,other people feel such enjoyment? I will explain; the enjoyment was,Notes from the Underground
600,just from the too intense consciousness of one’s own degradation; it,Notes from the Underground
600,"was from feeling oneself that one had reached the last barrier, that it",Notes from the Underground
600,"was horrible, but that it could not be otherwise; that there was no",Notes from the Underground
600,escape for you; that you never could become a different man; that even,Notes from the Underground
600,if time and faith were still left you to change into something,Notes from the Underground
600,different you would most likely not wish to change; or if you did wish,Notes from the Underground
600,"to, even then you would do nothing; because perhaps in reality there",Notes from the Underground
600,was nothing for you to change into.,Notes from the Underground
600,,Notes from the Underground
600,"And the worst of it was, and the root of it all, that it was all in",Notes from the Underground
600,"accord with the normal fundamental laws of over-acute consciousness,",Notes from the Underground
600,"and with the inertia that was the direct result of those laws, and that",Notes from the Underground
600,consequently one was not only unable to change but could do absolutely,Notes from the Underground
600,"nothing. Thus it would follow, as the result of acute consciousness,",Notes from the Underground
600,that one is not to blame in being a scoundrel; as though that were any,Notes from the Underground
600,consolation to the scoundrel once he has come to realise that he,Notes from the Underground
600,"actually is a scoundrel. But enough.... Ech, I have talked a lot of",Notes from the Underground
600,"nonsense, but what have I explained? How is enjoyment in this to be",Notes from the Underground
600,explained? But I will explain it. I will get to the bottom of it! That,Notes from the Underground
600,is why I have taken up my pen....,Notes from the Underground
600,,Notes from the Underground
600,"I, for instance, have a great deal of _amour propre_. I am as",Notes from the Underground
600,suspicious and prone to take offence as a humpback or a dwarf. But upon,Notes from the Underground
600,my word I sometimes have had moments when if I had happened to be,Notes from the Underground
600,"slapped in the face I should, perhaps, have been positively glad of it.",Notes from the Underground
600,"I say, in earnest, that I should probably have been able to discover",Notes from the Underground
600,"even in that a peculiar sort of enjoyment—the enjoyment, of course, of",Notes from the Underground
600,"despair; but in despair there are the most intense enjoyments,",Notes from the Underground
600,especially when one is very acutely conscious of the hopelessness of,Notes from the Underground
600,one’s position. And when one is slapped in the face—why then the,Notes from the Underground
600,consciousness of being rubbed into a pulp would positively overwhelm,Notes from the Underground
600,"one. The worst of it is, look at it which way one will, it still turns",Notes from the Underground
600,out that I was always the most to blame in everything. And what is most,Notes from the Underground
600,"humiliating of all, to blame for no fault of my own but, so to say,",Notes from the Underground
600,"through the laws of nature. In the first place, to blame because I am",Notes from the Underground
600,cleverer than any of the people surrounding me. (I have always,Notes from the Underground
600,"considered myself cleverer than any of the people surrounding me, and",Notes from the Underground
600,"sometimes, would you believe it, have been positively ashamed of it. At",Notes from the Underground
600,"any rate, I have all my life, as it were, turned my eyes away and never",Notes from the Underground
600,"could look people straight in the face.) To blame, finally, because",Notes from the Underground
600,"even if I had had magnanimity, I should only have had more suffering",Notes from the Underground
600,from the sense of its uselessness. I should certainly have never been,Notes from the Underground
600,"able to do anything from being magnanimous—neither to forgive, for my",Notes from the Underground
600,"assailant would perhaps have slapped me from the laws of nature, and",Notes from the Underground
600,"one cannot forgive the laws of nature; nor to forget, for even if it",Notes from the Underground
600,"were owing to the laws of nature, it is insulting all the same.",Notes from the Underground
600,"Finally, even if I had wanted to be anything but magnanimous, had",Notes from the Underground
600,"desired on the contrary to revenge myself on my assailant, I could not",Notes from the Underground
600,have revenged myself on any one for anything because I should certainly,Notes from the Underground
600,"never have made up my mind to do anything, even if I had been able to.",Notes from the Underground
600,Why should I not have made up my mind? About that in particular I want,Notes from the Underground
600,to say a few words.,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,III,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,With people who know how to revenge themselves and to stand up for,Notes from the Underground
600,"themselves in general, how is it done? Why, when they are possessed,",Notes from the Underground
600,"let us suppose, by the feeling of revenge, then for the time there is",Notes from the Underground
600,nothing else but that feeling left in their whole being. Such a,Notes from the Underground
600,gentleman simply dashes straight for his object like an infuriated bull,Notes from the Underground
600,"with its horns down, and nothing but a wall will stop him. (By the way:",Notes from the Underground
600,"facing the wall, such gentlemen—that is, the “direct” persons and men",Notes from the Underground
600,"of action—are genuinely nonplussed. For them a wall is not an evasion,",Notes from the Underground
600,as for us people who think and consequently do nothing; it is not an,Notes from the Underground
600,"excuse for turning aside, an excuse for which we are always very glad,",Notes from the Underground
600,"though we scarcely believe in it ourselves, as a rule. No, they are",Notes from the Underground
600,nonplussed in all sincerity. The wall has for them something,Notes from the Underground
600,"tranquillising, morally soothing, final—maybe even something mysterious",Notes from the Underground
600,... but of the wall later.),Notes from the Underground
600,,Notes from the Underground
600,"Well, such a direct person I regard as the real normal man, as his",Notes from the Underground
600,tender mother nature wished to see him when she graciously brought him,Notes from the Underground
600,into being on the earth. I envy such a man till I am green in the face.,Notes from the Underground
600,"He is stupid. I am not disputing that, but perhaps the normal man",Notes from the Underground
600,"should be stupid, how do you know? Perhaps it is very beautiful, in",Notes from the Underground
600,"fact. And I am the more persuaded of that suspicion, if one can call it",Notes from the Underground
600,"so, by the fact that if you take, for instance, the antithesis of the",Notes from the Underground
600,"normal man, that is, the man of acute consciousness, who has come, of",Notes from the Underground
600,"course, not out of the lap of nature but out of a retort (this is",Notes from the Underground
600,"almost mysticism, gentlemen, but I suspect this, too), this retort-made",Notes from the Underground
600,man is sometimes so nonplussed in the presence of his antithesis that,Notes from the Underground
600,with all his exaggerated consciousness he genuinely thinks of himself,Notes from the Underground
600,"as a mouse and not a man. It may be an acutely conscious mouse, yet it",Notes from the Underground
600,"is a mouse, while the other is a man, and therefore, et caetera, et",Notes from the Underground
600,"caetera. And the worst of it is, he himself, his very own self, looks",Notes from the Underground
600,on himself as a mouse; no one asks him to do so; and that is an,Notes from the Underground
600,important point. Now let us look at this mouse in action. Let us,Notes from the Underground
600,"suppose, for instance, that it feels insulted, too (and it almost",Notes from the Underground
600,"always does feel insulted), and wants to revenge itself, too. There may",Notes from the Underground
600,even be a greater accumulation of spite in it than in _l’homme de la,Notes from the Underground
600,nature et de la vérité_. The base and nasty desire to vent that spite,Notes from the Underground
600,on its assailant rankles perhaps even more nastily in it than in,Notes from the Underground
600,_l’homme de la nature et de la vérité_. For through his innate,Notes from the Underground
600,stupidity the latter looks upon his revenge as justice pure and simple;,Notes from the Underground
600,while in consequence of his acute consciousness the mouse does not,Notes from the Underground
600,"believe in the justice of it. To come at last to the deed itself, to",Notes from the Underground
600,the very act of revenge. Apart from the one fundamental nastiness the,Notes from the Underground
600,luckless mouse succeeds in creating around it so many other nastinesses,Notes from the Underground
600,"in the form of doubts and questions, adds to the one question so many",Notes from the Underground
600,unsettled questions that there inevitably works up around it a sort of,Notes from the Underground
600,"fatal brew, a stinking mess, made up of its doubts, emotions, and of",Notes from the Underground
600,the contempt spat upon it by the direct men of action who stand,Notes from the Underground
600,"solemnly about it as judges and arbitrators, laughing at it till their",Notes from the Underground
600,healthy sides ache. Of course the only thing left for it is to dismiss,Notes from the Underground
600,"all that with a wave of its paw, and, with a smile of assumed contempt",Notes from the Underground
600,"in which it does not even itself believe, creep ignominiously into its",Notes from the Underground
600,"mouse-hole. There in its nasty, stinking, underground home our",Notes from the Underground
600,"insulted, crushed and ridiculed mouse promptly becomes absorbed in",Notes from the Underground
600,"cold, malignant and, above all, everlasting spite. For forty years",Notes from the Underground
600,"together it will remember its injury down to the smallest, most",Notes from the Underground
600,"ignominious details, and every time will add, of itself, details still",Notes from the Underground
600,"more ignominious, spitefully teasing and tormenting itself with its own",Notes from the Underground
600,"imagination. It will itself be ashamed of its imaginings, but yet it",Notes from the Underground
600,"will recall it all, it will go over and over every detail, it will",Notes from the Underground
600,"invent unheard of things against itself, pretending that those things",Notes from the Underground
600,"might happen, and will forgive nothing. Maybe it will begin to revenge",Notes from the Underground
600,"itself, too, but, as it were, piecemeal, in trivial ways, from behind",Notes from the Underground
600,"the stove, incognito, without believing either in its own right to",Notes from the Underground
600,"vengeance, or in the success of its revenge, knowing that from all its",Notes from the Underground
600,efforts at revenge it will suffer a hundred times more than he on whom,Notes from the Underground
600,"it revenges itself, while he, I daresay, will not even scratch himself.",Notes from the Underground
600,"On its deathbed it will recall it all over again, with interest",Notes from the Underground
600,accumulated over all the years and ...,Notes from the Underground
600,,Notes from the Underground
600,"But it is just in that cold, abominable half despair, half belief, in",Notes from the Underground
600,that conscious burying oneself alive for grief in the underworld for,Notes from the Underground
600,"forty years, in that acutely recognised and yet partly doubtful",Notes from the Underground
600,"hopelessness of one’s position, in that hell of unsatisfied desires",Notes from the Underground
600,"turned inward, in that fever of oscillations, of resolutions determined",Notes from the Underground
600,for ever and repented of again a minute later—that the savour of that,Notes from the Underground
600,"strange enjoyment of which I have spoken lies. It is so subtle, so",Notes from the Underground
600,"difficult of analysis, that persons who are a little limited, or even",Notes from the Underground
600,"simply persons of strong nerves, will not understand a single atom of",Notes from the Underground
600,"it. “Possibly,” you will add on your own account with a grin, “people",Notes from the Underground
600,will not understand it either who have never received a slap in the,Notes from the Underground
600,"face,” and in that way you will politely hint to me that I, too,",Notes from the Underground
600,"perhaps, have had the experience of a slap in the face in my life, and",Notes from the Underground
600,so I speak as one who knows. I bet that you are thinking that. But set,Notes from the Underground
600,"your minds at rest, gentlemen, I have not received a slap in the face,",Notes from the Underground
600,though it is absolutely a matter of indifference to me what you may,Notes from the Underground
600,"think about it. Possibly, I even regret, myself, that I have given so",Notes from the Underground
600,few slaps in the face during my life. But enough ... not another word,Notes from the Underground
600,on that subject of such extreme interest to you.,Notes from the Underground
600,,Notes from the Underground
600,I will continue calmly concerning persons with strong nerves who do not,Notes from the Underground
600,understand a certain refinement of enjoyment. Though in certain,Notes from the Underground
600,"circumstances these gentlemen bellow their loudest like bulls, though",Notes from the Underground
600,"this, let us suppose, does them the greatest credit, yet, as I have",Notes from the Underground
600,"said already, confronted with the impossible they subside at once. The",Notes from the Underground
600,"impossible means the stone wall! What stone wall? Why, of course, the",Notes from the Underground
600,"laws of nature, the deductions of natural science, mathematics. As soon",Notes from the Underground
600,"as they prove to you, for instance, that you are descended from a",Notes from the Underground
600,"monkey, then it is no use scowling, accept it for a fact. When they",Notes from the Underground
600,prove to you that in reality one drop of your own fat must be dearer to,Notes from the Underground
600,"you than a hundred thousand of your fellow-creatures, and that this",Notes from the Underground
600,conclusion is the final solution of all so-called virtues and duties,Notes from the Underground
600,"and all such prejudices and fancies, then you have just to accept it,",Notes from the Underground
600,"there is no help for it, for twice two is a law of mathematics. Just",Notes from the Underground
600,try refuting it.,Notes from the Underground
600,,Notes from the Underground
600,"“Upon my word, they will shout at you, it is no use protesting: it is a",Notes from the Underground
600,"case of twice two makes four! Nature does not ask your permission, she",Notes from the Underground
600,"has nothing to do with your wishes, and whether you like her laws or",Notes from the Underground
600,"dislike them, you are bound to accept her as she is, and consequently",Notes from the Underground
600,"all her conclusions. A wall, you see, is a wall ... and so on, and so",Notes from the Underground
600,on.”,Notes from the Underground
600,,Notes from the Underground
600,Merciful Heavens! but what do I care for the laws of nature and,Notes from the Underground
600,"arithmetic, when, for some reason I dislike those laws and the fact",Notes from the Underground
600,that twice two makes four? Of course I cannot break through the wall by,Notes from the Underground
600,battering my head against it if I really have not the strength to knock,Notes from the Underground
600,"it down, but I am not going to be reconciled to it simply because it is",Notes from the Underground
600,a stone wall and I have not the strength.,Notes from the Underground
600,,Notes from the Underground
600,"As though such a stone wall really were a consolation, and really did",Notes from the Underground
600,"contain some word of conciliation, simply because it is as true as",Notes from the Underground
600,"twice two makes four. Oh, absurdity of absurdities! How much better it",Notes from the Underground
600,"is to understand it all, to recognise it all, all the impossibilities",Notes from the Underground
600,and the stone wall; not to be reconciled to one of those,Notes from the Underground
600,impossibilities and stone walls if it disgusts you to be reconciled to,Notes from the Underground
600,"it; by the way of the most inevitable, logical combinations to reach",Notes from the Underground
600,"the most revolting conclusions on the everlasting theme, that even for",Notes from the Underground
600,"the stone wall you are yourself somehow to blame, though again it is as",Notes from the Underground
600,"clear as day you are not to blame in the least, and therefore grinding",Notes from the Underground
600,"your teeth in silent impotence to sink into luxurious inertia, brooding",Notes from the Underground
600,on the fact that there is no one even for you to feel vindictive,Notes from the Underground
600,"against, that you have not, and perhaps never will have, an object for",Notes from the Underground
600,"your spite, that it is a sleight of hand, a bit of juggling, a",Notes from the Underground
600,"card-sharper’s trick, that it is simply a mess, no knowing what and no",Notes from the Underground
600,"knowing who, but in spite of all these uncertainties and jugglings,",Notes from the Underground
600,"still there is an ache in you, and the more you do not know, the worse",Notes from the Underground
600,the ache.,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,IV,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,"“Ha, ha, ha! You will be finding enjoyment in toothache next,” you cry,",Notes from the Underground
600,with a laugh.,Notes from the Underground
600,,Notes from the Underground
600,"“Well, even in toothache there is enjoyment,” I answer. I had toothache",Notes from the Underground
600,"for a whole month and I know there is. In that case, of course, people",Notes from the Underground
600,"are not spiteful in silence, but moan; but they are not candid moans,",Notes from the Underground
600,"they are malignant moans, and the malignancy is the whole point. The",Notes from the Underground
600,enjoyment of the sufferer finds expression in those moans; if he did,Notes from the Underground
600,"not feel enjoyment in them he would not moan. It is a good example,",Notes from the Underground
600,"gentlemen, and I will develop it. Those moans express in the first",Notes from the Underground
600,"place all the aimlessness of your pain, which is so humiliating to your",Notes from the Underground
600,consciousness; the whole legal system of nature on which you spit,Notes from the Underground
600,"disdainfully, of course, but from which you suffer all the same while",Notes from the Underground
600,she does not. They express the consciousness that you have no enemy to,Notes from the Underground
600,"punish, but that you have pain; the consciousness that in spite of all",Notes from the Underground
600,possible Wagenheims you are in complete slavery to your teeth; that if,Notes from the Underground
600,"someone wishes it, your teeth will leave off aching, and if he does",Notes from the Underground
600,"not, they will go on aching another three months; and that finally if",Notes from the Underground
600,"you are still contumacious and still protest, all that is left you for",Notes from the Underground
600,your own gratification is to thrash yourself or beat your wall with,Notes from the Underground
600,"your fist as hard as you can, and absolutely nothing more. Well, these",Notes from the Underground
600,"mortal insults, these jeers on the part of someone unknown, end at last",Notes from the Underground
600,in an enjoyment which sometimes reaches the highest degree of,Notes from the Underground
600,"voluptuousness. I ask you, gentlemen, listen sometimes to the moans of",Notes from the Underground
600,"an educated man of the nineteenth century suffering from toothache, on",Notes from the Underground
600,"the second or third day of the attack, when he is beginning to moan,",Notes from the Underground
600,"not as he moaned on the first day, that is, not simply because he has",Notes from the Underground
600,"toothache, not just as any coarse peasant, but as a man affected by",Notes from the Underground
600,"progress and European civilisation, a man who is “divorced from the",Notes from the Underground
600,"soil and the national elements,” as they express it now-a-days. His",Notes from the Underground
600,"moans become nasty, disgustingly malignant, and go on for whole days",Notes from the Underground
600,and nights. And of course he knows himself that he is doing himself no,Notes from the Underground
600,sort of good with his moans; he knows better than anyone that he is,Notes from the Underground
600,only lacerating and harassing himself and others for nothing; he knows,Notes from the Underground
600,"that even the audience before whom he is making his efforts, and his",Notes from the Underground
600,"whole family, listen to him with loathing, do not put a ha’porth of",Notes from the Underground
600,"faith in him, and inwardly understand that he might moan differently,",Notes from the Underground
600,"more simply, without trills and flourishes, and that he is only amusing",Notes from the Underground
600,"himself like that from ill-humour, from malignancy. Well, in all these",Notes from the Underground
600,recognitions and disgraces it is that there lies a voluptuous pleasure.,Notes from the Underground
600,"As though he would say: “I am worrying you, I am lacerating your",Notes from the Underground
600,"hearts, I am keeping everyone in the house awake. Well, stay awake",Notes from the Underground
600,"then, you, too, feel every minute that I have toothache. I am not a",Notes from the Underground
600,"hero to you now, as I tried to seem before, but simply a nasty person,",Notes from the Underground
600,"an impostor. Well, so be it, then! I am very glad that you see through",Notes from the Underground
600,"me. It is nasty for you to hear my despicable moans: well, let it be",Notes from the Underground
600,nasty; here I will let you have a nastier flourish in a minute....” You,Notes from the Underground
600,"do not understand even now, gentlemen? No, it seems our development and",Notes from the Underground
600,our consciousness must go further to understand all the intricacies of,Notes from the Underground
600,"this pleasure. You laugh? Delighted. My jests, gentlemen, are of course",Notes from the Underground
600,"in bad taste, jerky, involved, lacking self-confidence. But of course",Notes from the Underground
600,that is because I do not respect myself. Can a man of perception,Notes from the Underground
600,respect himself at all?,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,V,Notes from the Underground
600,,Notes from the Underground
600,,Notes from the Underground
600,"Come, can a man who attempts to find enjoyment in the very feeling of",Notes from the Underground
600,his own degradation possibly have a spark of respect for himself? I am,Notes from the Underground
600,"not saying this now from any mawkish kind of remorse. And, indeed, I",Notes from the Underground
600,"could never endure saying, “Forgive me, Papa, I won’t do it again,” not",Notes from the Underground
600,"because I am incapable of saying that—on the contrary, perhaps just",Notes from the Underground
600,"because I have been too capable of it, and in what a way, too. As",Notes from the Underground
600,though of design I used to get into trouble in cases when I was not to,Notes from the Underground
600,blame in any way. That was the nastiest part of it. At the same time I,Notes from the Underground
600,"was genuinely touched and penitent, I used to shed tears and, of",Notes from the Underground
600,"course, deceived myself, though I was not acting in the least and there",Notes from the Underground
600,was a sick feeling in my heart at the time.... For that one could not,Notes from the Underground
600,"blame even the laws of nature, though the laws of nature have",Notes from the Underground
600,continually all my life offended me more than anything. It is loathsome,Notes from the Underground
600,"to remember it all, but it was loathsome even then. Of course, a minute",Notes from the Underground
600,"or so later I would realise wrathfully that it was all a lie, a",Notes from the Underground
600,"revolting lie, an affected lie, that is, all this penitence, this",Notes from the Underground
600,"emotion, these vows of reform. You will ask why did I worry myself with",Notes from the Underground
600,"such antics: answer, because it was very dull to sit with one’s hands",Notes from the Underground
600,"folded, and so one began cutting capers. That is really it. Observe",Notes from the Underground
600,"yourselves more carefully, gentlemen, then you will understand that it",Notes from the Underground
