gutenberg_id,text,book,author
5670,daddy-long-legs shot from corner to corner and hit the lamp globe. The,Jacob's Room,Virginia Woolf
5670,"wind blew straight dashes of rain across the window, which flashed",Jacob's Room,Virginia Woolf
5670,"silver as they passed through the light. A single leaf tapped hurriedly,",Jacob's Room,Virginia Woolf
5670,"persistently, upon the glass. There was a hurricane out at sea.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,Archer could not sleep.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"Mrs. Flanders stooped over him. ""Think of the fairies,"" said Betty",Jacob's Room,Virginia Woolf
5670,"Flanders. ""Think of the lovely, lovely birds settling down on their",Jacob's Room,Virginia Woolf
5670,nests. Now shut your eyes and see the old mother bird with a worm in her,Jacob's Room,Virginia Woolf
5670,"beak. Now turn and shut your eyes,"" she murmured, ""and shut your eyes.""",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,The lodging-house seemed full of gurgling and rushing; the cistern,Jacob's Room,Virginia Woolf
5670,overflowing; water bubbling and squeaking and running along the pipes,Jacob's Room,Virginia Woolf
5670,and streaming down the windows.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""What's all that water rushing in?"" murmured Archer.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""It's only the bath water running away,"" said Mrs. Flanders.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,Something snapped out of doors.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""I say, won't that steamer sink?"" said Archer, opening his eyes.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Of course it won't,"" said Mrs. Flanders. ""The Captain's in bed long",Jacob's Room,Virginia Woolf
5670,"ago. Shut your eyes, and think of the fairies, fast asleep, under the",Jacob's Room,Virginia Woolf
5670,"flowers.""",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""I thought he'd never get off--such a hurricane,"" she whispered to",Jacob's Room,Virginia Woolf
5670,"Rebecca, who was bending over a spirit-lamp in the small room next door.",Jacob's Room,Virginia Woolf
5670,"The wind rushed outside, but the small flame of the spirit-lamp burnt",Jacob's Room,Virginia Woolf
5670,"quietly, shaded from the cot by a book stood on edge.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Did he take his bottle well?"" Mrs. Flanders whispered, and Rebecca",Jacob's Room,Virginia Woolf
5670,"nodded and went to the cot and turned down the quilt, and Mrs. Flanders",Jacob's Room,Virginia Woolf
5670,"bent over and looked anxiously at the baby, asleep, but frowning. The",Jacob's Room,Virginia Woolf
5670,"window shook, and Rebecca stole like a cat and wedged it.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"The two women murmured over the spirit-lamp, plotting the eternal",Jacob's Room,Virginia Woolf
5670,conspiracy of hush and clean bottles while the wind raged and gave a,Jacob's Room,Virginia Woolf
5670,sudden wrench at the cheap fastenings.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,Both looked round at the cot. Their lips were pursed. Mrs. Flanders,Jacob's Room,Virginia Woolf
5670,crossed over to the cot.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Asleep?"" whispered Rebecca, looking at the cot.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,Mrs. Flanders nodded.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Good-night, Rebecca,"" Mrs. Flanders murmured, and Rebecca called her",Jacob's Room,Virginia Woolf
5670,"ma'm, though they were conspirators plotting the eternal conspiracy of",Jacob's Room,Virginia Woolf
5670,hush and clean bottles.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,Mrs. Flanders had left the lamp burning in the front room. There were,Jacob's Room,Virginia Woolf
5670,"her spectacles, her sewing; and a letter with the Scarborough postmark.",Jacob's Room,Virginia Woolf
5670,She had not drawn the curtains either.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,The light blazed out across the patch of grass; fell on the child's,Jacob's Room,Virginia Woolf
5670,"green bucket with the gold line round it, and upon the aster which",Jacob's Room,Virginia Woolf
5670,"trembled violently beside it. For the wind was tearing across the coast,",Jacob's Room,Virginia Woolf
5670,"hurling itself at the hills, and leaping, in sudden gusts, on top of its",Jacob's Room,Virginia Woolf
5670,own back. How it spread over the town in the hollow! How the lights,Jacob's Room,Virginia Woolf
5670,"seemed to wink and quiver in its fury, lights in the harbour, lights in",Jacob's Room,Virginia Woolf
5670,"bedroom windows high up! And rolling dark waves before it, it raced over",Jacob's Room,Virginia Woolf
5670,"the Atlantic, jerking the stars above the ships this way and that.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,There was a click in the front sitting-room. Mr. Pearce had extinguished,Jacob's Room,Virginia Woolf
5670,the lamp. The garden went out. It was but a dark patch. Every inch was,Jacob's Room,Virginia Woolf
5670,rained upon. Every blade of grass was bent by rain. Eyelids would have,Jacob's Room,Virginia Woolf
5670,been fastened down by the rain. Lying on one's back one would have seen,Jacob's Room,Virginia Woolf
5670,"nothing but muddle and confusion--clouds turning and turning, and",Jacob's Room,Virginia Woolf
5670,something yellow-tinted and sulphurous in the darkness.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,The little boys in the front bedroom had thrown off their blankets and,Jacob's Room,Virginia Woolf
5670,lay under the sheets. It was hot; rather sticky and steamy. Archer lay,Jacob's Room,Virginia Woolf
5670,"spread out, with one arm striking across the pillow. He was flushed; and",Jacob's Room,Virginia Woolf
5670,when the heavy curtain blew out a little he turned and half-opened his,Jacob's Room,Virginia Woolf
5670,"eyes. The wind actually stirred the cloth on the chest of drawers, and",Jacob's Room,Virginia Woolf
5670,"let in a little light, so that the sharp edge of the chest of drawers",Jacob's Room,Virginia Woolf
5670,"was visible, running straight up, until a white shape bulged out; and a",Jacob's Room,Virginia Woolf
5670,silver streak showed in the looking-glass.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"In the other bed by the door Jacob lay asleep, fast asleep, profoundly",Jacob's Room,Virginia Woolf
5670,unconscious. The sheep's jaw with the big yellow teeth in it lay at his,Jacob's Room,Virginia Woolf
5670,feet. He had kicked it against the iron bed-rail.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,Outside the rain poured down more directly and powerfully as the wind,Jacob's Room,Virginia Woolf
5670,fell in the early hours of the morning. The aster was beaten to the,Jacob's Room,Virginia Woolf
5670,earth. The child's bucket was half-full of rainwater; and the,Jacob's Room,Virginia Woolf
5670,"opal-shelled crab slowly circled round the bottom, trying with its",Jacob's Room,Virginia Woolf
5670,"weakly legs to climb the steep side; trying again and falling back, and",Jacob's Room,Virginia Woolf
5670,trying again and again.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,CHAPTER TWO,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""MRS. FLANDERS""--""Poor Betty Flanders""--""Dear Betty""--""She's very",Jacob's Room,Virginia Woolf
5670,"attractive still""--""Odd she don't marry again!"" ""There's Captain Barfoot",Jacob's Room,Virginia Woolf
5670,"to be sure--calls every Wednesday as regular as clockwork, and never",Jacob's Room,Virginia Woolf
5670,"brings his wife.""",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""But that's Ellen Barfoot's fault,"" the ladies of Scarborough said. ""She",Jacob's Room,Virginia Woolf
5670,"don't put herself out for no one.""",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""A man likes to have a son--that we know.""",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Some tumours have to be cut; but the sort my mother had you bear with",Jacob's Room,Virginia Woolf
5670,"for years and years, and never even have a cup of tea brought up to you",Jacob's Room,Virginia Woolf
5670,"in bed.""",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,(Mrs. Barfoot was an invalid.),Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"Elizabeth Flanders, of whom this and much more than this had been said",Jacob's Room,Virginia Woolf
5670,"and would be said, was, of course, a widow in her prime. She was",Jacob's Room,Virginia Woolf
5670,half-way between forty and fifty. Years and sorrow between them; the,Jacob's Room,Virginia Woolf
5670,"death of Seabrook, her husband; three boys; poverty; a house on the",Jacob's Room,Virginia Woolf
5670,"outskirts of Scarborough; her brother, poor Morty's, downfall and",Jacob's Room,Virginia Woolf
5670,"possible demise--for where was he? what was he? Shading her eyes, she",Jacob's Room,Virginia Woolf
5670,"looked along the road for Captain Barfoot--yes, there he was, punctual",Jacob's Room,Virginia Woolf
5670,"as ever; the attentions of the Captain--all ripened Betty Flanders,",Jacob's Room,Virginia Woolf
5670,"enlarged her figure, tinged her face with jollity, and flooded her eyes",Jacob's Room,Virginia Woolf
5670,for no reason that any one could see perhaps three times a day.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"True, there's no harm in crying for one's husband, and the tombstone,",Jacob's Room,Virginia Woolf
5670,"though plain, was a solid piece of work, and on summer's days when the",Jacob's Room,Virginia Woolf
5670,widow brought her boys to stand there one felt kindly towards her. Hats,Jacob's Room,Virginia Woolf
5670,were raised higher than usual; wives tugged their husbands' arms.,Jacob's Room,Virginia Woolf
5670,"Seabrook lay six foot beneath, dead these many years; enclosed in three",Jacob's Room,Virginia Woolf
5670,"shells; the crevices sealed with lead, so that, had earth and wood been",Jacob's Room,Virginia Woolf
5670,"glass, doubtless his very face lay visible beneath, the face of a young",Jacob's Room,Virginia Woolf
5670,"man whiskered, shapely, who had gone out duck-shooting and refused to",Jacob's Room,Virginia Woolf
5670,change his boots.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Merchant of this city,"" the tombstone said; though why Betty Flanders",Jacob's Room,Virginia Woolf
5670,"had chosen so to call him when, as many still remembered, he had only",Jacob's Room,Virginia Woolf
5670,"sat behind an office window for three months, and before that had broken",Jacob's Room,Virginia Woolf
5670,"horses, ridden to hounds, farmed a few fields, and run a little",Jacob's Room,Virginia Woolf
5670,"wild--well, she had to call him something. An example for the boys.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"Had he, then, been nothing? An unanswerable question, since even if it",Jacob's Room,Virginia Woolf
5670,"weren't the habit of the undertaker to close the eyes, the light so soon",Jacob's Room,Virginia Woolf
5670,"goes out of them. At first, part of herself; now one of a company, he",Jacob's Room,Virginia Woolf
5670,"had merged in the grass, the sloping hillside, the thousand white",Jacob's Room,Virginia Woolf
5670,"stones, some slanting, others upright, the decayed wreaths, the crosses",Jacob's Room,Virginia Woolf
5670,"of green tin, the narrow yellow paths, and the lilacs that drooped in",Jacob's Room,Virginia Woolf
5670,"April, with a scent like that of an invalid's bedroom, over the",Jacob's Room,Virginia Woolf
5670,"churchyard wall. Seabrook was now all that; and when, with her skirt",Jacob's Room,Virginia Woolf
5670,"hitched up, feeding the chickens, she heard the bell for service or",Jacob's Room,Virginia Woolf
5670,"funeral, that was Seabrook's voice--the voice of the dead.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"The rooster had been known to fly on her shoulder and peck her neck, so",Jacob's Room,Virginia Woolf
5670,that now she carried a stick or took one of the children with her when,Jacob's Room,Virginia Woolf
5670,she went to feed the fowls.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Wouldn't you like my knife, mother?"" said Archer.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"Sounding at the same moment as the bell, her son's voice mixed life and",Jacob's Room,Virginia Woolf
5670,"death inextricably, exhilaratingly.",Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""What a big knife for a small boy!"" she said. She took it to please him.",Jacob's Room,Virginia Woolf
5670,"Then the rooster flew out of the hen-house, and, shouting to Archer to",Jacob's Room,Virginia Woolf
5670,"shut the door into the kitchen garden, Mrs. Flanders set her meal down,",Jacob's Room,Virginia Woolf
5670,"clucked for the hens, went bustling about the orchard, and was seen from",Jacob's Room,Virginia Woolf
5670,"over the way by Mrs. Cranch, who, beating her mat against the wall, held",Jacob's Room,Virginia Woolf
5670,it for a moment suspended while she observed to Mrs. Page next door that,Jacob's Room,Virginia Woolf
5670,Mrs. Flanders was in the orchard with the chickens.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"Mrs. Page, Mrs. Cranch, and Mrs. Garfit could see Mrs. Flanders in the",Jacob's Room,Virginia Woolf
5670,orchard because the orchard was a piece of Dods Hill enclosed; and Dods,Jacob's Room,Virginia Woolf
5670,Hill dominated the village. No words can exaggerate the importance of,Jacob's Room,Virginia Woolf
5670,Dods Hill. It was the earth; the world against the sky; the horizon of,Jacob's Room,Virginia Woolf
5670,how many glances can best be computed by those who have lived all their,Jacob's Room,Virginia Woolf
5670,"lives in the same village, only leaving it once to fight in the Crimea,",Jacob's Room,Virginia Woolf
5670,"like old George Garfit, leaning over his garden gate smoking his pipe.",Jacob's Room,Virginia Woolf
5670,The progress of the sun was measured by it; the tint of the day laid,Jacob's Room,Virginia Woolf
5670,against it to be judged.,Jacob's Room,Virginia Woolf
5670,,Jacob's Room,Virginia Woolf
5670,"""Now she's going up the hill with little John,"" said Mrs. Cranch to Mrs.",Jacob's Room,Virginia Woolf
